client_id,target_visit
592,1
593,1
594,1
595,0
596,0
597,1
598,0
600,0
601,0
603,1
604,1
605,0
606,1
607,1
608,1
609,1
610,0
611,1
612,0
613,0
614,0
615,0
617,1
618,1
619,1
620,1
622,1
623,0
624,1
625,1
626,0
627,0
628,1
629,0
630,1
631,1
632,0
633,1
634,1
635,0
636,1
637,1
638,1
639,0
641,0
642,1
643,1
644,0
645,1
646,0
647,0
648,0
650,0
651,1
652,0
653,1
655,0
656,1
657,1
658,1
659,0
660,0
661,0
662,1
663,1
664,0
665,1
666,1
668,0
669,1
670,1
671,1
672,0
673,0
674,0
675,0
676,1
678,0
679,0
680,1
681,1
682,0
683,0
684,1
685,0
686,1
687,1
688,1
689,1
690,1
691,1
692,1
693,1
695,1
696,1
697,1
698,1
699,0
700,0
701,1
702,0
703,1
704,0
705,0
706,1
707,1
708,0
709,1
710,0
711,1
712,1
713,1
714,1
715,1
716,0
717,1
718,1
719,1
721,0
722,1
723,1
724,1
725,1
726,1
727,1
728,0
729,0
730,0
731,1
732,1
733,1
734,0
735,1
737,0
739,1
740,1
741,0
742,0
743,0
745,1
746,0
747,0
748,1
749,1
750,1
751,1
752,1
753,1
755,1
756,0
757,0
758,1
759,1
760,0
761,1
762,1
764,1
765,1
767,0
768,0
769,0
770,1
771,0
772,0
773,0
774,1
776,0
777,1
779,1
780,1
781,1
782,1
783,1
784,1
785,1
786,0
787,1
788,0
789,0
790,1
791,0
792,0
793,0
794,0
795,1
796,1
797,1
798,1
799,1
801,0
802,0
803,1
805,1
806,0
807,1
808,1
809,0
810,1
811,1
812,1
813,0
815,0
818,1
819,0
820,1
821,1
822,1
823,0
824,0
825,0
826,1
827,1
828,1
829,0
830,0
831,1
832,1
833,0
834,1
835,0
837,1
840,1
841,0
843,0
844,1
845,1
846,1
848,1
849,1
851,0
852,1
853,1
854,0
855,1
856,1
857,0
858,1
860,0
861,1
862,0
863,0
864,1
865,1
866,0
867,0
868,1
869,1
870,1
872,0
873,0
874,1
875,0
876,1
877,0
878,0
879,1
880,1
881,0
882,0
883,0
884,1
885,0
886,0
887,1
888,1
889,0
890,1
892,1
893,0
894,1
895,0
896,0
897,0
898,0
899,1
900,0
902,1
904,0
905,0
906,1
907,1
908,0
909,0
910,1
911,1
912,1
913,1
914,1
915,1
916,0
917,1
919,0
920,0
921,1
922,0
923,0
924,0
925,1
926,0
927,1
928,1
929,0
930,0
931,0
932,0
933,1
934,0
935,0
936,0
937,1
938,1
940,0
941,0
942,1
943,1
944,0
945,1
946,1
948,1
950,0
951,0
952,0
953,1
954,1
955,0
956,1
957,0
958,0
959,0
960,1
961,1
963,1
964,1
965,0
966,0
967,1
968,1
969,1
970,0
971,0
972,1
973,1
974,1
975,1
976,0
977,1
978,0
979,1
981,1
982,0
983,1
984,1
985,1
986,0
987,1
988,0
989,1
991,1
992,1
993,0
994,0
995,0
996,1
997,1
998,0
999,0
1000,0
1001,0
1002,1
1003,1
1004,1
1005,1
1006,1
1007,1
1008,1
1009,0
1010,1
1011,0
1012,0
1013,1
1014,1
1016,1
1017,1
1018,1
1019,0
1020,1
1021,1
1022,0
1023,1
1024,0
1025,1
1026,1
1027,0
1028,0
1029,1
1030,1
1031,1
1032,0
1033,1
1034,1
1035,0
1036,1
1037,0
1038,0
1039,1
1040,1
1041,0
1042,1
1043,0
1044,1
1045,0
1046,0
1047,1
1048,1
1049,1
1050,0
1051,1
1052,1
1053,0
1054,1
1055,1
1056,1
1059,1
1060,1
1061,0
1062,1
1063,1
1064,0
1065,0
1066,1
1067,1
1068,0
1069,1
1070,1
1071,1
1072,0
1073,0
1074,1
1075,1
1076,1
1077,1
1078,1
1079,1
1080,0
1082,1
1083,1
1084,1
1085,1
1086,0
1087,0
1088,0
1089,0
1090,1
1091,1
1093,1
1094,0
1095,0
1096,1
1097,1
1098,0
1099,1
1100,1
1101,0
1102,1
1103,0
1104,0
1105,0
1106,1
1107,0
1108,0
1109,0
1110,0
1111,1
1112,1
1113,0
1114,1
1116,1
1118,0
1119,0
1120,1
1121,1
1122,0
1123,0
1124,0
1125,0
1126,1
1127,0
1128,0
1129,1
1130,0
1131,0
1132,1
1133,1
1134,1
1136,1
1137,1
1138,0
1139,1
1141,1
1142,0
1143,0
1144,1
1145,1
1146,1
1147,1
1148,0
1149,0
1150,1
1151,1
1152,1
1153,1
1154,1
1155,0
1156,0
1157,1
1158,1
1159,1
1160,0
1161,0
1163,1
1164,0
1165,1
1166,1
1167,0
1168,1
1169,1
1170,0
1171,0
1172,0
1173,1
1174,0
1175,0
1176,0
1177,1
1178,0
1179,1
1180,1
1181,1
1182,0
1183,1
1184,0
1185,1
1186,0
1187,1
1188,1
1189,0
1190,0
1191,0
1192,1
1193,0
1194,1
1195,1
1196,1
1197,1
1198,0
1199,0
1200,1
1201,1
1202,1
1203,1
1204,0
1205,1
1206,0
1207,1
1208,1
1209,1
1210,0
1211,0
1212,0
1214,1
1216,1
1217,1
1218,1
1219,0
1221,1
1222,1
1224,1
1225,1
1226,1
1227,1
1228,0
1229,0
1230,0
1231,1
1232,0
1233,1
1234,1
1235,1
1236,0
1237,0
1238,1
1240,1
1241,1
1243,1
1244,1
1245,0
1246,1
1247,1
1248,0
1249,1
1250,0
1251,1
1252,1
1253,1
1254,1
1255,1
1256,0
1257,1
1258,0
1259,1
1261,0
1262,1
1263,0
1265,1
1266,1
1267,1
1268,0
1269,1
1270,0
1271,0
1272,0
1274,0
1275,1
1276,1
1277,1
1278,0
1279,1
1280,1
1281,1
1282,0
1283,1
1284,1
1285,0
1286,1
1287,0
1288,0
1289,0
1290,0
1291,0
1292,1
1293,0
1294,1
1295,1
1296,1
1297,1
1298,0
1299,0
1300,0
1301,0
1302,0
1303,1
1304,0
1305,1
1306,1
1307,0
1308,1
1309,1
1310,1
1312,0
1313,0
1314,1
1315,1
1316,1
1317,0
1318,1
1319,1
1320,1
1321,0
1322,1
1323,1
1324,0
1325,1
1327,0
1328,0
1329,1
1330,0
1331,0
1332,1
1333,0
1334,0
1335,0
1336,1
1337,0
1338,1
1339,1
1340,0
1341,0
1342,1
1343,1
1344,1
1345,0
1347,0
1348,1
1349,1
1350,1
1351,1
1352,0
1353,0
1355,1
1356,1
1357,1
1358,0
1359,0
1360,0
1362,1
1365,0
1366,1
1367,0
1369,0
1370,1
1371,0
1373,0
1374,1
1375,1
1376,1
1377,1
1380,1
1381,1
1382,0
1383,1
1384,1
1385,1
1386,1
1387,1
1388,1
1389,0
1390,0
1391,0
1392,1
1393,1
1394,1
1395,0
1396,1
1397,0
1399,0
1400,1
1401,1
1403,0
1404,0
1405,1
1406,0
1407,0
1408,1
1409,1
1410,1
1411,1
1413,1
1414,0
1415,1
1416,1
1417,1
1419,0
1420,1
1421,0
1422,0
1423,0
1424,1
1425,1
1426,1
1427,1
1428,0
1429,1
1430,0
1432,1
1433,1
1434,1
1435,0
1436,0
1437,1
1438,1
1439,0
1441,1
1442,1
1444,0
1445,0
1446,1
1447,1
1448,0
1449,1
1450,1
1451,1
1452,1
1453,1
1454,1
1455,1
1456,0
1457,0
1458,1
1459,1
1460,0
1461,0
1462,1
1463,1
1464,0
1465,0
1466,1
1467,1
1468,0
1469,0
1470,0
1471,1
1472,0
1473,0
1474,0
1475,1
1477,0
1478,1
1479,0
1480,1
1481,1
1482,0
1483,1
1484,1
1485,1
1486,1
1487,1
1488,1
1489,0
1490,1
1492,0
1493,1
1494,0
1495,1
1496,0
1497,1
1498,0
1499,0
1500,0
1501,1
1502,1
1503,1
1504,1
1506,0
1507,1
1508,1
1509,1
1510,0
1511,1
1513,1
1514,0
1515,1
1517,1
1518,0
1519,0
1520,0
1521,0
1522,1
1523,0
1524,0
1525,1
1526,0
1527,0
1528,1
1529,1
1530,1
1531,0
1532,0
1533,0
1534,1
1535,0
1536,0
1537,0
1538,1
1539,0
1540,0
1541,0
1542,0
1543,1
1544,1
1546,0
1547,0
1548,1
1550,0
1551,1
1552,0
1553,0
1554,1
1556,0
1557,1
1558,1
1559,0
1560,1
1561,1
1562,1
1563,1
1565,0
1566,1
1568,1
1569,0
1570,1
1571,1
1572,0
1573,1
1575,0
1576,0
1577,0
1578,0
1579,0
1581,1
1582,0
1583,0
1584,1
1586,1
1587,1
1590,1
1591,1
1592,1
1593,0
1594,0
1595,1
1596,1
1597,0
1599,1
1601,0
1602,1
1603,0
1604,0
1605,0
1606,1
1607,0
1608,1
1609,1
1610,1
1611,1
1612,0
1613,1
1614,0
1616,1
1617,0
1619,0
1621,0
1623,1
1624,1
1625,1
1626,0
1627,1
1628,1
1629,0
1630,1
1631,0
1632,1
1633,0
1634,0
1635,1
1636,1
1638,1
1640,1
1641,1
1642,0
1643,0
1644,1
1645,1
1646,1
1647,0
1648,1
1650,1
1651,1
1652,1
1653,1
1654,1
1655,1
1657,1
1658,1
1659,1
1660,0
1661,0
1662,1
1663,1
1665,0
1666,0
1667,1
1668,0
1669,0
1670,1
1671,0
1673,1
1674,1
1676,1
1677,1
1678,0
1679,0
1680,1
1681,0
1682,0
1683,0
1684,0
1685,1
1686,1
1687,0
1688,1
1689,0
1690,0
1691,1
1692,1
1693,1
1694,0
1695,0
1697,1
1699,1
1700,1
1701,1
1702,0
1703,1
1704,1
1707,1
1708,0
1709,1
1710,0
1711,0
1712,0
1713,1
1714,0
1715,0
1716,1
1717,1
1718,1
1719,1
1720,1
1721,0
1722,0
1724,1
1725,0
1726,1
1727,1
1728,0
1729,1
1730,1
1731,1
1732,0
1733,1
1734,1
1736,1
1737,1
1738,1
1739,1
1740,1
1741,1
1742,1
1743,0
1744,0
1745,1
1746,0
1747,1
1749,0
1750,1
1751,1
1752,0
1753,0
1754,1
1755,0
1756,1
1757,0
1758,1
1759,1
1760,1
1761,0
1762,0
1763,1
1764,1
1765,1
1766,1
1767,0
1769,1
1770,0
1771,0
1772,1
1773,1
1774,0
1775,0
1776,1
1777,0
1779,0
1780,0
1782,0
1783,0
1784,0
1785,1
1786,1
1787,1
1788,0
1789,0
1790,1
1791,0
1792,0
1793,1
1794,0
1795,0
1796,1
1797,0
1798,1
1799,0
1800,1
1803,1
1804,1
1805,1
1806,0
1807,1
1808,0
1810,1
1812,1
1813,0
1814,0
1815,1
1816,0
1818,1
1819,1
1820,0
1822,0
1823,0
1825,1
1826,1
1828,1
1829,0
1830,1
1831,0
1832,0
1834,1
1835,0
1836,0
1837,1
1838,0
1839,0
1840,1
1841,0
1842,1
1843,0
1844,1
1845,1
1846,1
1848,0
1849,0
1850,0
1851,1
1853,0
1855,0
1856,1
1857,0
1858,1
1859,0
1860,1
1861,0
1862,1
1863,1
1864,0
1865,0
1866,1
1867,1
1868,1
1869,0
1870,1
1871,0
1872,0
1873,1
1874,1
1875,1
1876,1
1877,1
1878,1
1879,0
1880,1
1881,1
1882,1
1883,1
1884,0
1886,0
1887,1
1888,0
1889,0
1890,1
1891,0
1892,0
1893,1
1894,1
1895,1
1896,0
1897,0
1898,1
1899,1
1900,1
1901,1
1902,1
1903,1
1904,1
1905,1
1906,1
1907,0
1908,0
1909,1
1910,1
1912,1
1913,1
1914,1
1915,1
1916,0
1917,0
1918,1
1919,0
1920,0
1921,0
1922,0
1923,1
1924,1
1925,1
1926,0
1927,0
1928,0
1929,0
1930,1
1931,0
1932,1
1933,0
1934,1
1935,1
1936,0
1937,1
1938,1
1939,0
1940,0
1941,1
1942,1
1943,1
1944,0
1945,0
1946,0
1947,1
1948,0
1949,0
1951,0
1952,0
1953,1
1954,1
1955,1
1956,1
1957,1
1958,0
1959,0
1960,1
1961,1
1962,0
1963,1
1964,0
1966,1
1967,1
1968,1
1969,0
1971,0
1972,0
1973,1
1974,0
1975,0
1976,1
1978,0
1980,1
1981,0
1982,0
1984,0
1985,1
1986,1
1987,1
1989,1
1990,0
1991,0
1992,0
1993,0
1994,0
1996,1
1997,1
1999,1
2000,1
2001,0
2002,0
2003,1
2004,1
2005,0
2006,0
2007,0
2009,0
2010,0
2011,0
2013,0
2014,0
2015,1
2016,1
2017,0
2018,0
2020,0
2021,0
2022,1
2023,0
2024,0
2025,0
2026,1
2027,1
2028,0
2029,1
2031,0
2032,1
2033,1
2034,1
2035,0
2036,0
2037,1
2038,1
2039,1
2040,1
2041,1
2042,0
2043,1
2044,0
2045,0
2047,1
2048,1
2049,1
2050,1
2052,1
2053,0
2054,1
2055,0
2056,1
2057,1
2058,0
2059,0
2060,1
2061,1
2063,1
2064,0
2065,0
2066,0
2067,1
2068,1
2069,0
2070,1
2071,1
2072,1
2074,0
2075,0
2076,1
2077,0
2078,1
2079,1
2080,0
2081,0
2082,0
2083,1
2084,0
2085,1
2087,0
2088,0
2089,0
2090,0
2091,0
2092,1
2093,0
2095,0
2096,0
2097,0
2098,0
2099,0
2100,1
2101,1
2102,1
2103,1
2104,1
2105,1
2106,0
2108,0
2109,0
2110,0
2113,1
2116,1
2117,1
2118,0
2119,0
2120,0
2121,1
2122,0
2123,1
2124,0
2125,1
2126,1
2127,0
2128,1
2129,1
2130,0
2131,0
2132,0
2133,1
2134,0
2136,1
2137,0
2138,1
2139,0
2140,0
2141,1
2143,0
2144,1
2145,0
2146,1
2147,1
2148,1
2149,1
2151,1
2152,0
2154,0
2155,0
2156,1
2157,0
2159,0
2160,1
2161,0
2162,0
2163,0
2164,1
2166,0
2167,1
2168,1
2169,0
2170,0
2171,0
2172,1
2173,1
2174,1
2175,1
2176,0
2177,0
2178,1
2179,1
2180,0
2181,1
2182,1
2183,0
2184,1
2185,1
2186,1
2187,0
2188,1
2190,0
2191,1
2193,1
2194,0
2195,0
2196,0
2197,1
2198,0
2199,0
2200,1
2201,0
2202,0
2203,1
2204,1
2206,0
2208,0
2209,0
2211,1
2213,1
2214,1
2215,0
2216,1
2217,1
2218,1
2219,0
2220,1
2221,1
2222,1
2223,1
2224,0
2225,0
2226,0
2227,1
2228,1
2229,0
2230,1
2231,1
2233,1
2236,1
2237,0
2238,0
2239,1
2240,0
2241,1
2242,0
2243,0
2244,0
2245,1
2246,1
2247,1
2248,0
2249,1
2250,0
2251,1
2252,1
2253,0
2254,0
2255,0
2256,1
2257,1
2258,1
2260,0
2261,1
2262,0
2263,0
2264,0
2265,0
2266,1
2268,0
2269,0
2272,1
2273,1
2274,1
2275,0
2276,0
2277,1
2278,0
2279,1
2280,0
2281,0
2282,1
2283,1
2284,1
2285,1
2286,1
2287,0
2288,1
2289,0
2290,0
2291,1
2292,1
2293,1
2294,1
2295,1
2296,1
2297,0
2298,0
2299,1
2300,0
2301,1
2302,1
2303,0
2304,1
2305,1
2306,1
2307,0
2308,1
2309,1
2310,0
2311,1
2312,0
2313,1
2314,0
2315,1
2316,0
2317,0
2318,1
2319,1
2321,1
2322,0
2323,1
2324,1
2325,0
2326,1
2327,1
2328,1
2329,0
2330,1
2331,0
2332,1
2333,0
2335,1
2336,0
2337,0
2338,1
2339,0
2340,1
2341,0
2342,0
2343,1
2344,1
2345,0
2347,1
2349,0
2350,1
2351,1
2352,1
2353,1
2354,1
2355,1
2357,0
2358,0
2359,1
2360,0
2361,1
2362,1
2364,1
2365,1
2366,0
2367,0
2368,0
2369,1
2370,0
2371,1
2372,1
2373,0
2374,0
2375,1
2376,0
2377,0
2378,1
2379,0
2380,0
2381,0
2382,1
2383,1
2384,1
2385,1
2387,1
2389,0
2392,1
2393,0
2394,1
2395,1
2396,0
2397,1
2398,1
2399,0
2400,1
2401,1
2403,0
2404,1
2406,1
2407,0
2408,1
2409,0
2410,1
2411,0
2412,1
2413,1
2414,1
2415,1
2416,1
2417,0
2418,0
2419,0
2420,1
2421,1
2422,1
2423,1
2424,1
2425,0
2426,0
2427,1
2428,0
2429,0
2430,1
2431,0
2433,1
2434,1
2435,1
2436,1
2437,1
2439,0
2440,0
2441,1
2442,0
2443,1
2444,0
2445,0
2446,0
2447,1
2448,1
2449,0
2450,0
2451,1
2452,0
2453,1
2454,1
2455,1
2456,1
2457,1
2458,0
2459,1
2460,1
2462,0
2463,1
2464,0
2465,1
2466,1
2467,1
2468,1
2469,0
2470,1
2472,0
2473,0
2474,0
2475,1
2476,0
2477,1
2478,0
2479,0
2480,1
2481,1
2482,1
2483,1
2484,0
2485,0
2486,1
2487,0
2488,1
2489,0
2490,0
2491,1
2492,0
2493,0
2494,0
2495,0
2496,0
2497,1
2498,0
2499,0
2500,1
2501,0
2502,0
2503,0
2504,1
2505,0
2506,1
2507,0
2508,0
2509,1
2510,1
2511,0
2512,1
2513,1
2514,1
2515,1
2516,1
2517,0
2518,1
2519,1
2520,1
2521,0
2522,1
2523,1
2524,0
2525,1
2526,1
2527,0
2528,1
2529,0
2530,1
2532,0
2533,1
2534,1
2535,0
2536,1
2537,0
2538,1
2539,0
2540,1
2541,0
2542,0
2543,1
2544,0
2546,0
2547,0
2548,1
2549,1
2550,0
2551,1
2552,1
2553,1
2554,0
2555,0
2556,0
2557,0
2558,0
2559,0
2561,1
2562,1
2563,0
2564,1
2565,0
2566,0
2567,0
2568,1
2569,0
2571,0
2572,1
2573,0
2574,1
2575,1
2576,1
2577,0
2578,0
2579,0
2580,0
2582,1
2583,1
2584,1
2585,0
2586,0
2587,1
2588,1
2589,1
2590,0
2591,1
2592,0
2593,1
2594,0
2595,1
2596,0
2599,1
2600,0
2601,1
2602,1
2603,0
2604,1
2605,1
2606,1
2607,1
2608,0
2609,1
2610,1
2611,0
2612,0
2613,1
2614,1
2615,1
2616,0
2617,0
2618,0
2619,1
2620,0
2621,1
2622,0
2623,1
2624,0
2625,1
2626,1
2627,1
2628,0
2629,1
2630,0
2631,1
2632,1
2633,0
2634,0
2635,0
2636,1
2637,1
2638,0
2639,0
2640,0
2641,1
2642,0
2643,1
2644,0
2645,1
2646,1
2647,1
2648,1
2649,1
2650,1
2651,1
2652,1
2653,1
2654,1
2655,1
2656,1
2657,0
2658,1
2660,1
2661,1
2662,1
2663,1
2664,1
2665,1
2666,1
2667,0
2668,0
2669,1
2670,0
2671,0
2672,1
2674,0
2675,1
2676,0
2677,1
2678,1
2679,0
2680,1
2682,1
2683,1
2684,0
2685,1
2686,0
2687,0
2689,0
2690,1
2691,1
2692,0
2693,1
2694,1
2695,1
2696,1
2697,1
2698,0
2699,1
2700,1
2701,0
2702,1
2704,1
2705,0
2706,1
2707,1
2708,1
2709,0
2710,1
2711,1
2712,0
2714,0
2715,1
2716,0
2717,1
2718,1
2719,0
2721,1
2722,1
2723,1
2724,1
2725,1
2727,0
2728,1
2729,1
2730,0
2731,0
2733,0
2734,0
2735,0
2736,0
2737,1
2738,1
2739,0
2741,0
2742,0
2743,0
2744,0
2745,0
2746,1
2747,1
2748,1
2749,1
2750,1
2751,1
2752,0
2753,0
2754,1
2755,0
2756,1
2757,0
2758,0
2759,1
2760,0
2761,1
2762,1
2763,0
2764,0
2765,0
2766,1
2767,0
2768,0
2769,0
2770,1
2771,1
2772,0
2773,1
2775,1
2776,1
2777,1
2778,1
2779,1
2780,1
2782,1
2783,1
2784,0
2785,1
2786,1
2787,1
2788,0
2789,0
2790,1
2791,0
2793,0
2794,0
2795,0
2796,0
2797,1
2798,1
2800,0
2801,0
2802,0
2803,0
2804,1
2805,0
2806,1
2807,1
2808,0
2809,1
2810,1
2811,1
2812,1
2813,0
2814,1
2817,0
2818,1
2819,1
2820,1
2821,0
2822,0
2823,0
2824,0
2825,1
2826,1
2827,0
2828,1
2829,1
2830,0
2831,1
2832,1
2833,1
2834,0
2836,1
2837,1
2838,1
2839,1
2840,0
2841,0
2842,1
2843,0
2844,0
2847,1
2848,1
2849,1
2850,1
2851,1
2852,1
2853,0
2854,0
2855,1
2856,1
2857,1
2858,1
2859,0
2860,0
2861,1
2862,0
2863,1
2865,1
2866,0
2868,1
2869,0
2870,1
2871,1
2872,0
2873,1
2874,0
2875,0
2876,1
2877,1
2879,0
2880,1
2881,0
2882,0
2884,0
2886,0
2887,1
2888,0
2889,0
2890,0
2891,0
2892,0
2893,1
2894,1
2895,1
2896,1
2897,1
2898,1
2899,1
2900,0
2901,0
2902,1
2903,0
2904,1
2905,1
2906,0
2907,0
2908,1
2909,0
2910,1
2911,0
2912,0
2913,0
2914,1
2915,0
2916,1
2917,1
2918,1
2919,1
2920,0
2922,1
2923,0
2924,1
2925,1
2926,1
2927,0
2928,0
2929,1
2930,1
2931,1
2932,1
2933,0
2934,0
2935,1
2936,1
2937,1
2938,0
2939,1
2940,0
2941,0
2942,0
2945,0
2947,0
2948,0
2950,0
2951,0
2952,1
2953,0
2954,1
2955,0
2956,1
2957,1
2958,1
2959,1
2960,0
2961,1
2962,1
2963,1
2965,0
2966,1
2967,0
2968,1
2969,1
2970,0
2971,1
2972,1
2974,0
2975,0
2976,1
2978,0
2980,1
3147,0
3149,1
3150,0
3151,1
3152,1
3153,1
3154,0
3155,1
3156,1
3157,0
3158,0
3159,0
3160,1
3161,0
3162,1
3163,1
3166,1
3167,1
3168,0
3169,0
3170,0
3171,1
3172,1
3176,0
3177,1
3178,1
3179,0
3181,1
3182,1
3183,0
3185,1
3186,0
3187,1
3188,1
3189,0
3190,0
3191,1
3192,0
3193,0
3195,1
3196,0
3197,0
3198,1
3199,1
3200,0
3201,0
3203,1
3204,1
3205,1
3206,0
3207,0
3208,0
3209,0
3210,0
3211,1
3213,1
3214,1
3216,0
3217,1
3218,1
3219,0
3220,0
3221,1
3222,0
3223,1
3224,0
3225,0
3226,0
3227,0
3228,0
3229,0
3230,1
3231,0
3232,1
3233,1
3234,1
3235,0
3236,1
3237,1
3238,0
3239,1
3240,0
3241,1
3242,1
3243,0
3244,0
3245,0
3246,0
3247,1
3248,0
3249,1
3250,0
3251,1
3252,1
3253,1
3254,0
3255,1
3256,1
3257,1
3258,1
3259,0
3261,1
3262,0
3263,1
3264,0
3265,0
3266,0
3267,0
3268,1
3269,1
3270,0
3067,1
3271,1
3272,1
3273,0
3274,0
3275,1
3276,1
3277,0
3278,1
3279,1
3280,1
3281,0
3282,0
3283,1
3285,1
3286,0
3287,0
3288,1
3289,1
3290,1
3291,0
3292,0
3293,1
3294,1
3295,0
3296,1
3297,1
3298,0
3299,1
3300,0
3301,0
3302,1
3303,1
3305,1
3306,0
3307,0
3308,1
3309,0
3310,1
3311,1
3312,1
3313,1
3314,0
3315,1
3316,0
3317,1
3318,1
3319,1
3320,0
3321,1
3322,1
3323,0
3324,0
3325,1
3326,1
3327,1
3328,1
3329,1
3330,0
3331,0
3332,1
3333,1
3334,0
3335,1
3336,0
3337,0
3338,1
3339,1
3340,1
3341,1
3342,1
3343,1
3344,0
3345,1
3346,0
3347,1
3348,0
3349,1
3350,0
3351,0
3354,0
3355,0
3356,1
3357,1
3358,1
3359,1
3361,1
3362,0
3363,0
3364,1
3365,0
3366,1
3367,0
3368,0
3369,1
3371,0
3372,0
3373,1
3374,0
3375,0
3376,1
3377,1
3378,0
3379,0
3380,0
3381,0
3382,1
3383,1
3385,0
3386,1
3387,1
3388,1
3389,0
3391,1
3392,1
3393,0
3394,0
3395,1
3396,1
3397,0
3398,1
3400,0
3401,1
3403,0
3404,0
3405,1
3407,1
3408,0
3409,0
3410,0
3411,1
3412,0
3413,1
3414,0
3415,1
3416,0
3417,0
3418,1
3419,1
3420,0
3421,1
3422,0
3423,1
3424,1
3425,0
3426,0
3427,0
3428,0
3429,0
3430,1
3431,0
3432,0
3433,1
3434,1
3435,1
3436,1
3437,0
3438,0
3439,0
3440,1
3441,1
3442,1
3443,1
3445,1
3446,1
3447,0
3449,1
3450,1
3451,1
3452,1
3453,1
3454,0
3455,0
3456,1
